Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260002817,2026-02-12 17:01:32,Hoàn thành,LAN-003,Áo mẫu 003,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Cần Thơ,SPX Express
SP260002818,2026-02-12 17:09:09,Đã trả hàng,LAN-061,Váy/Đầm mẫu 061,1,99000,99000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,SPX Express
SP260002820,2026-02-12 18:00:44,Hoàn thành,LAN-148,Phụ kiện mẫu 148,1,129000,129000,11000.0,18880.0,7080.0,10620.0,1180.0,1770.0,0,Hà Nội,J&T Express
SP260002821,2026-02-12 19:52:50,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,0.0,44640.0,16740.0,25110.0,2790.0,4185.0,0,Nghệ An,SPX Express
SP260002823,2026-02-12 20:21:17,Hoàn thành,LAN-098,Quần mẫu 098,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Hà Nội,SPX Express
SP260002826,2026-02-12 20:50:08,Đã trả hàng,LAN-122,Chân váy mẫu 122,1,239000,239000,15000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260002829,2026-02-12 22:24:01,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,14000.0,39200.0,14700.0,22050.0,2450.0,3675.0,0,TP.HCM,GHN
SP260002830,2026-02-12 22:28:21,Hoàn thành,LAN-014,Áo mẫu 014,1,279000,279000,19000.0,41600.0,15600.0,23400.0,2600.0,3900.0,0,Nghệ An,GHN
SP260002831,2026-02-12 22:30:59,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,18000.0,36960.0,13860.0,20790.0,2310.0,3465.0,0,TP.HCM,GHN
SP260002834,2026-02-13 07:24:06,Hoàn thành,LAN-142,Set đồ mẫu 142,1,109000,109000,11000.0,15680.0,5880.0,8820.0,980.0,1470.0,0,TP.HCM,SPX Express
SP260002835,2026-02-13 07:33:42,Đã huỷ,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,0,Bình Dương,GHN
SP260002836,2026-02-13 07:36:01,Hoàn thành,LAN-030,Áo mẫu 030,1,99000,99000,6000.0,14880.0,5580.0,8370.0,930.0,1395.0,0,Thanh Hoá,SPX Express
SP260002838,2026-02-13 08:18:06,Hoàn thành,LAN-102,Quần mẫu 102,1,109000,109000,6000.0,16480.0,6180.0,9270.0,1030.0,1545.0,0,Hà Nội,SPX Express
SP260002839,2026-02-13 08:23:13,Đã trả hàng,LAN-037,Áo mẫu 037,1,209000,209000,16000.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,SPX Express
SP260002840,2026-02-13 08:30:30,Hoàn thành,LAN-071,Váy/Đầm mẫu 071,1,229000,229000,22000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,Nghệ An,J&T Express
SP260002842,2026-02-13 08:52:32,Hoàn thành,LAN-135,Set đồ mẫu 135,2,279000,558000,38000.0,83200.0,31200.0,46800.0,5200.0,7800.0,0,Hà Nội,SPX Express
SP260002843,2026-02-13 08:55:26,Hoàn thành,LAN-002,Áo mẫu 002,1,99000,99000,9000.0,14400.0,5400.0,8100.0,900.0,1350.0,0,TP.HCM,SPX Express
SP260002844,2026-02-13 09:10:03,Hoàn thành,LAN-016,Áo mẫu 016,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,SPX Express
SP260002845,2026-02-13 09:13:44,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,12000.0,36320.0,13620.0,20430.0,2270.0,3405.0,0,Cần Thơ,J&T Express
SP260002846,2026-02-13 09:15:50,Đã trả hàng,LAN-020,Áo mẫu 020,1,129000,129000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Cần Thơ,J&T Express
SP260002847,2026-02-13 09:42:03,Hoàn thành,LAN-073,Váy/Đầm mẫu 073,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Thanh Hoá,SPX Express
SP260002848,2026-02-13 09:56:29,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260002849,2026-02-13 09:57:20,Hoàn thành,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Thanh Hoá,GHN
SP260002850,2026-02-13 10:17:43,Hoàn thành,LAN-066,Váy/Đầm mẫu 066,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260002852,2026-02-13 10:47:50,Hoàn thành,LAN-120,Chân váy mẫu 120,2,269000,538000,49000.0,78240.0,29340.0,44010.0,4890.0,7335.0,0,Đồng Nai,J&T Express
SP260002853,2026-02-13 10:56:52,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,TP.HCM,J&T Express
SP260002854,2026-02-13 11:13:37,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,51000.0,74720.0,28020.0,42030.0,4670.0,7005.0,0,Đồng Nai,J&T Express
SP260002855,2026-02-13 11:49:04,Đã huỷ,LAN-113,Chân váy mẫu 113,1,289000,289000,0.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,GHN
SP260002856,2026-02-13 11:55:54,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Hà Nội,SPX Express
SP260002857,2026-02-13 12:02:44,Hoàn thành,LAN-108,Quần mẫu 108,2,249000,498000,39000.0,73440.0,27540.0,41310.0,4590.0,6885.0,0,Đà Nẵng,J&T Express
SP260002858,2026-02-13 12:17:20,Hoàn thành,LAN-124,Chân váy mẫu 124,2,179000,358000,31000.0,52320.0,19620.0,29430.0,3270.0,4905.0,0,Nghệ An,J&T Express
SP260002859,2026-02-13 12:41:54,Hoàn thành,LAN-026,Áo mẫu 026,2,229000,458000,0.0,73280.0,27480.0,41220.0,4580.0,6870.0,0,Khánh Hoà,SPX Express
SP260002860,2026-02-13 13:47:51,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Hà Nội,SPX Express
SP260002861,2026-02-13 14:25:19,Hoàn thành,LAN-102,Quần mẫu 102,3,109000,327000,27000.0,48000.0,18000.0,27000.0,3000.0,4500.0,0,Hà Nội,J&T Express
SP260002862,2026-02-13 14:35:19,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,15000.0,43840.0,16440.0,24660.0,2740.0,4110.0,0,Hà Nội,SPX Express
SP260002865,2026-02-13 14:39:20,Hoàn thành,LAN-032,Áo mẫu 032,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,TP.HCM,SPX Express
SP260002866,2026-02-13 15:00:08,Hoàn thành,LAN-095,Quần mẫu 095,3,149000,447000,0.0,71520.0,26820.0,40230.0,4470.0,6705.0,0,TP.HCM,J&T Express
SP260002867,2026-02-13 15:08:21,Hoàn thành,LAN-074,Váy/Đầm mẫu 074,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,0,TP.HCM,SPX Express
SP260002870,2026-02-13 15:42:41,Hoàn thành,LAN-084,Quần mẫu 084,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Hà Nội,SPX Express
SP260002871,2026-02-13 15:50:21,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Cần Thơ,J&T Express
SP260002873,2026-02-13 16:25:12,Hoàn thành,LAN-045,Áo mẫu 045,1,159000,159000,16000.0,22880.0,8580.0,12870.0,1430.0,2145.0,0,TP.HCM,SPX Express
SP260002875,2026-02-13 16:29:48,Hoàn thành,LAN-016,Áo mẫu 016,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,SPX Express
SP260002880,2026-02-13 17:17:17,Đã trả hàng,LAN-011,Áo mẫu 011,2,259000,518000,27000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260002887,2026-02-13 18:54:50,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,13000.0,31360.0,11760.0,17640.0,1960.0,2940.0,0,Cần Thơ,J&T Express
SP260002888,2026-02-13 19:27:58,Hoàn thành,LAN-032,Áo mẫu 032,1,199000,199000,12000.0,29920.0,11220.0,16830.0,1870.0,2805.0,0,TP.HCM,J&T Express
SP260002890,2026-02-13 19:36:38,Đã huỷ,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,SPX Express
SP260002893,2026-02-13 21:14:00,Hoàn thành,LAN-040,Áo mẫu 040,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,SPX Express
SP260002895,2026-02-13 21:37:59,Hoàn thành,LAN-091,Quần mẫu 091,1,169000,169000,15000.0,24640.0,9240.0,13860.0,1540.0,2310.0,0,TP.HCM,GHN
SP260002896,2026-02-13 21:41:36,Hoàn thành,LAN-098,Quần mẫu 098,1,99000,99000,7000.0,14720.0,5520.0,8280.0,920.0,1380.0,0,TP.HCM,GHN
SP260002897,2026-02-13 21:48:15,Hoàn thành,LAN-143,Phụ kiện mẫu 143,2,189000,378000,0.0,60480.0,22680.0,34020.0,3780.0,5670.0,0,Nghệ An,SPX Express
SP260002899,2026-02-13 22:21:30,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Nghệ An,J&T Express
SP260002900,2026-02-13 22:22:20,Hoàn thành,LAN-118,Chân váy mẫu 118,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,0,Hà Nội,GHN
SP260002901,2026-02-13 22:23:27,Hoàn thành,LAN-071,Váy/Đầm mẫu 071,2,229000,458000,0.0,73280.0,27480.0,41220.0,4580.0,6870.0,0,Đà Nẵng,J&T Express
SP260002902,2026-02-13 22:59:01,Hoàn thành,LAN-015,Áo mẫu 015,2,139000,278000,26000.0,40320.0,15120.0,22680.0,2520.0,3780.0,0,TP.HCM,SPX Express
SP260002903,2026-02-14 07:01:09,Hoàn thành,LAN-044,Áo mẫu 044,2,249000,498000,42000.0,72960.0,27360.0,41040.0,4560.0,6840.0,0,Hải Phòng,J&T Express
SP260002904,2026-02-14 07:17:27,Đã huỷ,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,GHN
SP260002906,2026-02-14 07:28:57,Hoàn thành,LAN-120,Chân váy mẫu 120,2,269000,538000,39000.0,79840.0,29940.0,44910.0,4990.0,7485.0,0,TP.HCM,GHN
SP260002908,2026-02-14 07:53:57,Đã huỷ,LAN-126,Chân váy mẫu 126,1,169000,169000,15000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260002910,2026-02-14 08:27:23,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,29000.0,78240.0,29340.0,44010.0,4890.0,7335.0,0,Bình Dương,SPX Express
SP260002913,2026-02-14 08:56:49,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,14000.0,36000.0,13500.0,20250.0,2250.0,3375.0,0,TP.HCM,SPX Express
SP260002917,2026-02-14 10:41:58,Hoàn thành,LAN-032,Áo mẫu 032,1,199000,199000,11000.0,30080.0,11280.0,16920.0,1880.0,2820.0,0,Hà Nội,SPX Express
SP260002921,2026-02-14 11:58:24,Hoàn thành,LAN-052,Váy/Đầm mẫu 052,2,139000,278000,0.0,44480.0,16680.0,25020.0,2780.0,4170.0,0,Cần Thơ,GHN
SP260002923,2026-02-14 12:07:17,Đã huỷ,LAN-055,Váy/Đầm mẫu 055,1,279000,279000,14000.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,J&T Express
SP260002924,2026-02-14 12:22:58,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Đồng Nai,SPX Express
SP260002925,2026-02-14 12:23:37,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,GHN
SP260002927,2026-02-14 12:33:16,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,3,169000,507000,34000.0,75680.0,28380.0,42570.0,4730.0,7095.0,0,Hà Nội,SPX Express
SP260002928,2026-02-14 12:43:37,Hoàn thành,LAN-105,Quần mẫu 105,1,209000,209000,17000.0,30720.0,11520.0,17280.0,1920.0,2880.0,0,Hà Nội,SPX Express
SP260002929,2026-02-14 12:59:04,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,92480.0,34680.0,52020.0,5780.0,8670.0,0,Hà Nội,SPX Express
SP260002930,2026-02-14 13:07:45,Đã trả hàng,LAN-102,Quần mẫu 102,1,109000,109000,10000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260002933,2026-02-14 13:16:21,Hoàn thành,LAN-016,Áo mẫu 016,1,209000,209000,15000.0,31040.0,11640.0,17460.0,1940.0,2910.0,0,TP.HCM,SPX Express
SP260002934,2026-02-14 13:20:06,Hoàn thành,LAN-119,Chân váy mẫu 119,1,239000,239000,15000.0,35840.0,13440.0,20160.0,2240.0,3360.0,0,Nghệ An,SPX Express
SP260002936,2026-02-14 13:38:03,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,11000.0,17280.0,6480.0,9720.0,1080.0,1620.0,0,Hải Phòng,SPX Express
SP260002937,2026-02-14 13:45:23,Hoàn thành,LAN-037,Áo mẫu 037,1,209000,209000,19000.0,30400.0,11400.0,17100.0,1900.0,2850.0,0,Hải Phòng,SPX Express
SP260002940,2026-02-14 14:22:26,Hoàn thành,LAN-125,Chân váy mẫu 125,1,209000,209000,13000.0,31360.0,11760.0,17640.0,1960.0,2940.0,0,Đà Nẵng,J&T Express
SP260002941,2026-02-14 14:22:43,Hoàn thành,LAN-137,Set đồ mẫu 137,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Cần Thơ,J&T Express
SP260002945,2026-02-14 15:19:37,Đã trả hàng,LAN-090,Quần mẫu 090,1,249000,249000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260002947,2026-02-14 15:22:13,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,0.0,76480.0,28680.0,43020.0,4780.0,7170.0,0,Hà Nội,J&T Express
SP260002949,2026-02-14 16:05:33,Hoàn thành,LAN-113,Chân váy mẫu 113,1,289000,289000,20000.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Đồng Nai,GHN
SP260002950,2026-02-14 16:06:08,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Đồng Nai,GHN
SP260002953,2026-02-14 17:01:05,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,GHN
SP260002954,2026-02-14 17:09:59,Hoàn thành,LAN-011,Áo mẫu 011,3,259000,777000,62000.0,114400.0,42900.0,64350.0,7150.0,10725.0,0,Hà Nội,SPX Express
SP260002955,2026-02-14 17:18:34,Hoàn thành,LAN-043,Áo mẫu 043,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Nghệ An,SPX Express
SP260002956,2026-02-14 17:43:28,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Đồng Nai,GHN
SP260002959,2026-02-14 19:20:51,Hoàn thành,LAN-028,Áo mẫu 028,1,169000,169000,16000.0,24480.0,9180.0,13770.0,1530.0,2295.0,0,Hà Nội,SPX Express
SP260002960,2026-02-14 19:23:27,Hoàn thành,LAN-012,Áo mẫu 012,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Đồng Nai,SPX Express
SP260002961,2026-02-14 19:44:53,Hoàn thành,LAN-103,Quần mẫu 103,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,SPX Express
SP260002963,2026-02-14 20:18:15,Hoàn thành,LAN-035,Áo mẫu 035,3,259000,777000,52000.0,116000.0,43500.0,65250.0,7250.0,10875.0,0,Nghệ An,SPX Express
SP260002964,2026-02-14 20:21:50,Hoàn thành,LAN-044,Áo mẫu 044,2,249000,498000,29000.0,75040.0,28140.0,42210.0,4690.0,7035.0,0,Hải Phòng,GHN
SP260002965,2026-02-14 20:29:38,Hoàn thành,LAN-025,Áo mẫu 025,2,119000,238000,0.0,38080.0,14280.0,21420.0,2380.0,3570.0,0,Cần Thơ,J&T Express
SP260002968,2026-02-14 21:36:11,Hoàn thành,LAN-041,Áo mẫu 041,1,219000,219000,19000.0,32000.0,12000.0,18000.0,2000.0,3000.0,0,TP.HCM,SPX Express
SP260002970,2026-02-14 21:45:29,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,J&T Express
SP260002973,2026-02-14 22:06:28,Hoàn thành,LAN-030,Áo mẫu 030,2,99000,198000,17000.0,28960.0,10860.0,16290.0,1810.0,2715.0,0,Hải Phòng,SPX Express
SP260002977,2026-02-14 22:20:22,Hoàn thành,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Hà Nội,SPX Express
SP260002978,2026-02-14 22:48:50,Đã huỷ,LAN-027,Áo mẫu 027,1,199000,199000,0.0,0.0,0.0,0.0,0.0,0.0,0,Hải Phòng,J&T Express
SP260002979,2026-02-14 22:55:02,Hoàn thành,LAN-074,Váy/Đầm mẫu 074,3,139000,417000,0.0,66720.0,25020.0,37530.0,4170.0,6255.0,0,Đồng Nai,SPX Express
SP260002980,2026-02-14 22:55:59,Đã trả hàng,LAN-140,Set đồ mẫu 140,2,159000,318000,28000.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,SPX Express
SP260002981,2026-02-15 07:10:20,Hoàn thành,LAN-141,Set đồ mẫu 141,2,149000,298000,29000.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Khánh Hoà,GHN
SP260002982,2026-02-15 07:37:24,Hoàn thành,LAN-008,Áo mẫu 008,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,0,TP.HCM,J&T Express
SP260002984,2026-02-15 08:13:04,Hoàn thành,LAN-093,Quần mẫu 093,1,159000,159000,11000.0,23680.0,8880.0,13320.0,1480.0,2220.0,0,Hà Nội,J&T Express
SP260002985,2026-02-15 08:16:53,Hoàn thành,LAN-144,Phụ kiện mẫu 144,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Cần Thơ,SPX Express
SP260002989,2026-02-15 08:45:26,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,17000.0,41920.0,15720.0,23580.0,2620.0,3930.0,0,TP.HCM,J&T Express
SP260002990,2026-02-15 08:47:07,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,13000.0,36160.0,13560.0,20340.0,2260.0,3390.0,0,TP.HCM,SPX Express
SP260002991,2026-02-15 08:55:00,Hoàn thành,LAN-027,Áo mẫu 027,2,199000,398000,0.0,63680.0,23880.0,35820.0,3980.0,5970.0,0,Cần Thơ,GHN
SP260002995,2026-02-15 09:28:13,Hoàn thành,LAN-105,Quần mẫu 105,1,209000,209000,18000.0,30560.0,11460.0,17190.0,1910.0,2865.0,0,Hà Nội,GHN
SP260002997,2026-02-15 09:47:27,Đã huỷ,LAN-121,Chân váy mẫu 121,1,289000,289000,0.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,SPX Express
SP260002998,2026-02-15 10:44:37,Hoàn thành,LAN-027,Áo mẫu 027,2,199000,398000,33000.0,58400.0,21900.0,32850.0,3650.0,5475.0,0,TP.HCM,SPX Express
SP260002999,2026-02-15 10:52:43,Hoàn thành,LAN-101,Quần mẫu 101,2,139000,278000,26000.0,40320.0,15120.0,22680.0,2520.0,3780.0,0,Hà Nội,GHN
SP260003002,2026-02-15 11:29:14,Đã trả hàng,LAN-066,Váy/Đầm mẫu 066,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260003003,2026-02-15 11:42:53,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Cần Thơ,GHN
SP260003005,2026-02-15 12:30:29,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Bình Dương,J&T Express
SP260003006,2026-02-15 12:38:57,Đã trả hàng,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,19000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260003007,2026-02-15 12:55:17,Hoàn thành,LAN-103,Quần mẫu 103,1,259000,259000,22000.0,37920.0,14220.0,21330.0,2370.0,3555.0,0,Đồng Nai,J&T Express
SP260003008,2026-02-15 13:01:14,Hoàn thành,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Hà Nội,SPX Express
SP260003009,2026-02-15 13:08:57,Hoàn thành,LAN-148,Phụ kiện mẫu 148,1,129000,129000,9000.0,19200.0,7200.0,10800.0,1200.0,1800.0,0,Nghệ An,J&T Express
SP260003010,2026-02-15 13:18:18,Hoàn thành,LAN-114,Chân váy mẫu 114,1,179000,179000,0.0,28640.0,10740.0,16110.0,1790.0,2685.0,0,Bình Dương,SPX Express
SP260003013,2026-02-15 13:27:23,Hoàn thành,LAN-104,Quần mẫu 104,1,229000,229000,15000.0,34240.0,12840.0,19260.0,2140.0,3210.0,0,Khánh Hoà,SPX Express
SP260003014,2026-02-15 13:28:21,Hoàn thành,LAN-090,Quần mẫu 090,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Khánh Hoà,J&T Express
SP260003015,2026-02-15 13:32:51,Hoàn thành,LAN-088,Quần mẫu 088,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,TP.HCM,SPX Express
SP260003019,2026-02-15 14:24:09,Hoàn thành,LAN-147,Phụ kiện mẫu 147,1,239000,239000,23000.0,34560.0,12960.0,19440.0,2160.0,3240.0,0,Hà Nội,SPX Express
SP260003021,2026-02-15 15:12:01,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,20000.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Hải Phòng,SPX Express
SP260003022,2026-02-15 15:18:15,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Bình Dương,SPX Express
SP260003024,2026-02-15 15:22:19,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Hải Phòng,SPX Express
SP260003027,2026-02-15 15:42:46,Hoàn thành,LAN-091,Quần mẫu 091,1,169000,169000,9000.0,25600.0,9600.0,14400.0,1600.0,2400.0,0,Đồng Nai,GHN
SP260003028,2026-02-15 15:49:17,Hoàn thành,LAN-007,Áo mẫu 007,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260003029,2026-02-15 15:52:17,Hoàn thành,LAN-082,Quần mẫu 082,2,299000,598000,53000.0,87200.0,32700.0,49050.0,5450.0,8175.0,0,Đồng Nai,J&T Express
SP260003030,2026-02-15 16:21:53,Hoàn thành,LAN-130,Chân váy mẫu 130,3,99000,297000,0.0,47520.0,17820.0,26730.0,2970.0,4455.0,0,TP.HCM,SPX Express
SP260003031,2026-02-15 16:27:56,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,19000.0,38400.0,14400.0,21600.0,2400.0,3600.0,0,Hà Nội,SPX Express
SP260003032,2026-02-15 16:28:23,Đã huỷ,LAN-118,Chân váy mẫu 118,1,299000,299000,18000.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,J&T Express
SP260003033,2026-02-15 16:37:36,Hoàn thành,LAN-066,Váy/Đầm mẫu 066,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,SPX Express
SP260003036,2026-02-15 17:02:43,Hoàn thành,LAN-140,Set đồ mẫu 140,2,159000,318000,25000.0,46880.0,17580.0,26370.0,2930.0,4395.0,0,TP.HCM,SPX Express
SP260003039,2026-02-15 17:42:19,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Hà Nội,J&T Express
SP260003040,2026-02-15 17:56:11,Hoàn thành,LAN-090,Quần mẫu 090,2,249000,498000,0.0,79680.0,29880.0,44820.0,4980.0,7470.0,0,Nghệ An,SPX Express
SP260003042,2026-02-15 18:09:27,Hoàn thành,LAN-005,Áo mẫu 005,2,229000,458000,31000.0,68320.0,25620.0,38430.0,4270.0,6405.0,0,TP.HCM,J&T Express
SP260003043,2026-02-15 18:25:06,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Đồng Nai,GHN
SP260003044,2026-02-15 18:39:00,Hoàn thành,LAN-036,Áo mẫu 036,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Nghệ An,J&T Express
SP260003045,2026-02-15 18:45:04,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,14000.0,34400.0,12900.0,19350.0,2150.0,3225.0,0,TP.HCM,J&T Express
SP260003047,2026-02-15 19:53:17,Hoàn thành,LAN-101,Quần mẫu 101,2,139000,278000,19000.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,J&T Express
SP260003048,2026-02-15 20:05:36,Hoàn thành,LAN-065,Váy/Đầm mẫu 065,2,169000,338000,32000.0,48960.0,18360.0,27540.0,3060.0,4590.0,0,Thanh Hoá,SPX Express
SP260003049,2026-02-15 20:10:20,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260003050,2026-02-15 20:30:59,Hoàn thành,LAN-043,Áo mẫu 043,1,169000,169000,10000.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,TP.HCM,GHN
SP260003051,2026-02-15 20:38:11,Đã trả hàng,LAN-066,Váy/Đầm mẫu 066,3,209000,627000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260003052,2026-02-15 20:40:36,Hoàn thành,LAN-117,Chân váy mẫu 117,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,TP.HCM,SPX Express
